rank,scientific_name,database,db_id,kingdom,phylum,class,order,family,genus,species,raw_name
Genus,Albimonas,worms,567627,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,,Albimonas
Family,Alcanivoracaceae,worms,570419,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,,,Alcanivoraceae
Genus,Alcanivorax,worms,393082,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,Alcanivorax
Class,Alphaproteobacteria,worms,392750,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
Family,Alteromonadaceae,worms,393035,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,Alteromonadaceae
Order,Alteromonadales,worms,393019,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,,,,Alteromonadales
Genus,Alteromonas,worms,393611,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,Alteromonas
Genus,Arcobacter,worms,570987,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,,Arcobacter
Genus,Arenimonas,worms,570881,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,,Arenimonas
Genus,Azospirillum,worms,571002,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,,Azospirillum
Genus,Bacteriovorax,worms,570029,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,,Bacteriovorax
Genus,Bdellovibrio,worms,571008,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,Bdellovibrio
Class,Betaproteobacteria,worms,393944,Bacteria,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
Genus,Brachymonas,worms,571018,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,,Brachymonas
Genus,Brevundimonas,worms,565572,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,Brevundimonas
Order,Burkholderiales,worms,393945,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,,Burkholderiales
Order,Caulobacterales,worms,394202,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,,,,Caulobacterales
Order,Chromatiales,worms,447741,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,Chromatiales
Genus,Citrobacter,worms,571110,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,,Citrobacter
Genus,Citromicrobium,worms,568275,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,,Citromicrobium
Genus,Cohaesibacter,worms,567402,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Cohaesibacter,,Cohaesibacter
Family,Colwelliaceae,worms,570298,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,,Colwellaceae
Family,Colwelliaceae,worms,570298,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,,Colwelliaceae
Family,Comamonadaceae,worms,393948,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
Class,Deltaproteobacteria,worms,392754,Bacteria,Proteobacteria,Deltaproteobacteria,,,,,Deltaproteobacteria
Family,Desulfobacteraceae,worms,393982,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,,,Desulfobacteraceae
Family,Desulfobulbaceae,worms,570067,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,,Desulfobulbaceae
Genus,Desulfococcus,worms,571149,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,,Desulfococcus
Genus,Desulfopila,worms,570078,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,,Desulfopila
Genus,Devosia,worms,567418,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,Devosia
Family,Enterobacteriaceae,worms,414809,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,Enterobacteriaceae
Class,Epsilonproteobacteria,worms,393209,Bacteria,Proteobacteria,Epsilonproteobacteria,,,,,Epsilonproteobacteria
Genus,Erythrobacter,worms,393075,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,Erythrobacter
Family,Erythrobacteraceae,worms,568242,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,,Erythrobacteraceae
Species,Escherichia coli,worms,422817,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,Escheria coli
Genus,Filomicrobium,worms,571319,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,,Filomicrobium
Genus,Hahella,worms,570427,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,,Hahella
Family,Halomonadaceae,worms,393043,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,,,Halomonadaceae
Genus,Halomonas,worms,393044,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,Halomonas
Family,Helicobacteraceae,worms,393211,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,,,Helicobacteraceae
Genus,Hellea,worms,567572,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hellea,,Hellea
Family,Hyphomonadaceae,worms,567574,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,,Hyphomonadaceae
Genus,Hyphomonas,worms,567580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,,Hyphomonas
Genus,Hyphomonas,worms,567580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,,Hyphomonas henriciella
Genus,Insolitispirillum,worms,571438,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Insolitispirillum,,Insolitispirillum
Order,Kiloniellales,worms,565578,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,,,,Kiloniellales
Genus,Labrenzia,worms,567668,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Labrenzia,,Labrenzia
Genus,Leucothrix,worms,571503,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,,Leucothrix
Genus,Litoreibacter,worms,562001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,,Litoreibacter
Genus,Maricaulis,worms,394204,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,,Maricaulis
Genus,Marinobacter,worms,393034,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,Marinobacter
Genus,Marinobacterium,worms,570280,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacterium,,Marinobacterium
Genus,Marinomonas,worms,393046,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,Marinomonas
Genus,Marivita,worms,562048,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,,Marivita
Genus,Martelella,worms,571199,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,,Martelella
Family,Methylophilaceae,worms,571358,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,,,Methylophilaceae
Family,Moraxellaceae,worms,393047,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,Moraxellaceae
Order,Myxococcales,worms,392755,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,Myxococcales
Family,Nannocystaceae,worms,392756,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,,,Nannocystaceae
Genus,Neptuniibacter,worms,570577,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,,Neptiniibacter
Genus,Nevskia,worms,571459,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Nevskia,,Nevskia
Genus,Nitratireductor,worms,567552,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,,Nitratireductor
Genus,Nitrospina,worms,570084,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,,Nitrospina
Genus,Novosphingobium,worms,568281,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium
Genus,Oceanicaulis,worms,393616,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicaulis,,Oceanicaulis
Genus,Oceaniserpentilla,worms,570583,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceaniserpentilla,,Oceaniserpentilla
Family,Oceanospirillaceae,worms,393045,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,,Oceanospirillaceae
Order,Oceanospirillales,worms,393021,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,,,Oceanospirillales
Order,Oceanospirillales,worms,393021,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,,,Oceanospirillalles
Genus,Oceanospirillum,worms,570587,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,,Oceanospirillum
Genus,Ochrobactrum,worms,571206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,Ochrobactrum
Genus,Oleibacter,worms,570592,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleibacter,,Oleibacter
Genus,Oleispira,worms,570594,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,,Oleispira
Genus,Paracoccus,worms,393085,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,Paracoccus
Genus,Parvularcula,worms,393094,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria incertae sedis,,Parvularcula,,Parvularcula
Genus,Pelagibaca,worms,394046,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagibaca,,Pelagibaca
Genus,Pelagibacter,worms,573764,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Pelagibacter,,Pelagibacter
Genus,Pelomonas,worms,571243,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,,Pelomonas
Genus,Phaeobacter,worms,567838,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,,Phaeobacter
Family,Phyllobacteriaceae,worms,567523,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,,Phyllobacteriaceae
Family,Piscirickettsiaceae,worms,394106,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,,Piscirickettsiaceae
Genus,Plesiocystis,worms,392757,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,,Pleisocystis
Genus,Pleomorphomonas,worms,571355,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,,Pleomorphomonas
Genus,Pseudidiomarina,worms,394048,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,,Pseudidiomarina
Family,Pseudoalteromonadaceae,worms,570323,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,,,Pseudoalteromonadaceae
Genus,Pseudoalteromonas,worms,415881,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,Pseudoalteromonas
Genus,Pseudomonas,worms,570642,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas
Genus,Pseudospirillum,worms,570596,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,,Pseudospirillum
Genus,Psychrobacter,worms,393048,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,Psychrobacter
Family,Psychromonadaceae,worms,393037,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,,,Psychromonadaceae
Genus,Psychromonas,worms,393038,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,Psychromonas
Genus,Ralstonia,worms,571211,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,,Ralstonia
Order,Rhizobiales,worms,393148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,Rhizobiales
Genus,Rhodobacter,worms,567876,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,Rhodobacter
Family,Rhodobacteraceae,worms,393084,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
Order,Rhodobacterales,worms,393083,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,,,,Rhodobacterales
Family,Rhodocyclaceae,worms,569933,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,,Rhodocyclaceae
Family,Rhodospirillaceae,worms,392752,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Rhodospirillaceae
Order,Rhodospirillales,worms,392751,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,,Rhodospirillales
Genus,Rhodovulum,worms,394101,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,Rhodovulum
Genus,Roseivivax,worms,571426,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,,Roseivivax
Genus,Roseobacter,worms,567952,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,,Roseobacter
Genus,Roseovarius,worms,393159,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,Roseovarius
Genus,Rubrimonas,worms,571428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubrimonas,,Rubrimonas
Order,Sphingomonadales,worms,393073,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,Sphignomondales
Order,Sphingomonadales,worms,393073,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,Sphingomonadales
Genus,Sphingobium,worms,571470,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingobium
Family,Sphingomonadaceae,worms,393074,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae
Genus,Sphingomonas,worms,568285,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas
Genus,Sphingopyxis,worms,393999,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,Sphingopyxis
Genus,Sulfitobacter,worms,562097,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,Sulfitobacter
Genus,Sutterella,worms,571186,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,,Sutterella
Genus,Thalassobius,worms,567980,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,,Thalassobius
Genus,Thalassococcus,worms,567988,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus,,Thalassococcus
Genus,Thalassolituus,worms,570598,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,,Thalassolituus
Genus,Thalassomonas,worms,393952,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas,,Thalassomonas
Genus,Thalassospira,worms,392753,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,,Thalassospira
Genus,Thauera,worms,571435,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,,Thauera
Genus,Thioclava,worms,567990,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,,Thioclava
Family,Thiotrichaceae,worms,414904,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,,,Thiotrichaceae
Order,Thiotrichales,worms,394105,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,Thiotrichales
Species,Listonella anguillara,worms,889990,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Listonella,Listonella anguillara,Vibrio anguillarum
Order,Xanthomonadales,worms,570880,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,,Xanthomonadales
Family,Xanthomonadaceae,worms,394050,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,Xanthromonadaceae
Genus,Acinetobacter,itis,202,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,Acinetobacter
Order,Pseudomonadales,itis,53,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,Pseudomondales
Order,Rickettsiales,itis,599,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,Rickettsiales
Family,Acetobacteraceae,itis,956309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,Acetobacteraceae
Family,Rickettsiaceae,itis,956510,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,,Rickettsiaceae
Family,Sinobacteraceae,itis,956525,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,,Polycyclovorans
Genus,Caenispirillum,itis,956875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Caenispirillum,,Caenispirillum
Genus,Dasania,itis,957014,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Dasania,,Dasania
Genus,Maricurvus,itis,957524,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,,Maricurvus,,Maricurvus
Genus,Marinicella,itis,957527,Bacteria,Proteobacteria,Gammaproteobacteria,,,Marinicella,,Marinicella
Genus,Rhizobium,itis,957956,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,Rhizobium
Genus,Simiduia,itis,958105,Bacteria,Proteobacteria,Gammaproteobacteria,,,Simiduia,,Simiduia
Genus,Solimonas,itis,958125,Bacteria,Proteobacteria,Gammaproteobacteria,,,Solimonas,,Solimonas
Genus,Spongiibacter,itis,958144,Bacteria,Proteobacteria,Gammaproteobacteria,,,Spongiibacter,,Spongiibacter
Genus,Xylella,itis,958414,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,,Xyella
Species,Parvularcula lutaonensis,itis,964657,Bacteria,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula lutaonensis,Parvularcula lutaonensis
Species,Pseudomonas veronii,itis,965195,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas veronii,Pseudomonas veronii
Species,Pseudomonas azotoformans,itis,965273,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas azotoformans,Pseudomonas azotoformans
Species,Pseudomonas alcaligenes,itis,965279,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas alcaligenes,Pseudomonas alcaligenes
Species,Vibrio fluvialis,itis,967574,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio fluvialis,Vibrio fluvialis
Species,Vibrio metschnikovii,itis,967648,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio metschnikovii,Vibrio metschnikovii
Phylum,Radiozoa,worms,582421,Chromista,Radiozoa,,,,,,Radiolaria
Species,Circorrhegma dodecahedra,gbif,7508961,Chromista,Retaria,Polycystinea,Polycystinea,Radiolaria,Circorrhegma,Circorrhegma dodecahedra,Circorrhegma dodecahedra
Family,Adinetidae,worms,886170,Animalia,Rotifera,Eurotatoria,,Adinetidae,,,Adinetida
Class,Eurotatoria,worms,17903,Animalia,Rotifera,Eurotatoria,,,,,Monogonata
Order,Ploima,worms,17904,Animalia,Rotifera,Eurotatoria,Ploima,,,,Ploimida
Species,Phascolosoma scolops,worms,424889,Animalia,Sipuncula,Phascolosomatidea,Phascolosomatida,Phascolosomatidae,Phascolosoma,Phascolosoma scolops,Phascolosoma scolops
Phylum,Sipuncula,worms,1268,Animalia,Sipuncula,,,,,,Sipuncula
Family,Leptospiraceae,itis,956446,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Leptospiraceae,,,Leptospiraceae
Genus,Nitrosopumilus,worms,559433,Archaea,Thaumarchaeota,Thaumarchaeota incertae sedis,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,,Nitrosopumilus
Family,Pedosphaerae,other,,Bacteria,Verrucomicrobia,Pedosphaerae,,,,,Pedosphaerae
Genus,Coraliomargarita,worms,564184,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,,Coraliomargarita
Class,Opitutae,worms,564176,Bacteria,Verrucomicrobia,Opitutae,,,,,Opitutae
Genus,Persicirhabdus,worms,564326,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Persicirhabdus,,Persicirhabdus
Genus,Rubritalea,worms,564333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Rubritalea,,Rubritalea
Family,Verrucomicrobiaceae,worms,564211,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,,Verrucomicrobiaceae
Order,Verrucomicrobiales,worms,564210,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,,,,Verrucomicrobiales
Genus,Amoebophilus,gbif,108747201,Fungi,Zygomycota,Zoopagomycetes,Zoopagales,Cochlonemataceae,Amoebophilus,,Amoebophilus
Genus,Acremonium,worms,100206,Fungi,,Sordariomycetes,Hypocreales,Hypocreales incertae sedis,Acremonium,,Acremonium
Order,Agaricales,worms,100021,Fungi,,Agaricomycetes,Agaricales,,,,Agaricales
Class,Agaricomycetes,worms,426217,Fungi,,Agaricomycetes,,,,,Agaricomycetes
Genus,Agaricus,worms,177221,Fungi,,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,,Agaricus
Species,Ahnfeltia plicata,worms,144422,Plantae,,Florideophyceae,Ahnfeltiales,Ahnfeltiaceae,Ahnfeltia,Ahnfeltia plicata,Ahnfeltia plicata
Genus,Amphiroa,worms,144003,Plantae,,Florideophyceae,Corallinales,Lithophyllaceae,Amphiroa,,Amphiroa
Genus,Antithamnion,worms,143827,Plantae,,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnion,,Antithamnion
Species,Antithamnion densum,worms,144511,Plantae,,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnion,Antithamnion densum,Antithamnion densum
Species,Antithamnion nipponicum,worms,373793,Plantae,,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnion,Antithamnion nipponicum,Antithamnion nipponicum
Phylum,Ascomycota,worms,21891,Fungi,,,,,,,Ascomycota
Family,Auriculariaceae,worms,345833,Fungi,,Agaricomycetes,Auriculariales,Auriculariaceae,,,Auriculariaceae
Kingdom,Bacteria,worms,6,Bacteria,,,,,,,Bacteria
Phylum,Basidiomycota,worms,21890,Fungi,,,,,,,Basidiomycota
Unknown,Blidingia,worms,144293,Plantae,,Ulvophyceae,Ulvales,Kornmanniaceae,Blidingia,,Blidingia
Species,Blidingia subsalsa,worms,145952,Plantae,,Ulvophyceae,Ulvales,Kornmanniaceae,Blidingia,Blidingia subsalsa,Blidingia subsalsa
Unknown,Bryopsis,worms,143812,Plantae,,Ulvophyceae,Bryopsidales,Bryopsidaceae,Bryopsis,,Bryopsis
Species,Bryopsis rhizophora,worms,373652,Plantae,,Ulvophyceae,Bryopsidales,Bryopsidaceae,Bryopsis,Bryopsis rhizophora,Bryopsis rhizophora
Order,Capnodiales,worms,437321,Fungi,,Dothideomycetes,Capnodiales,,,,Capnodiales
Genus,Ceramiales,worms,860,Plantae,,Florideophyceae,Ceramiales,,,,Ceramiales
Order,Ceramiales,worms,860,Plantae,,Florideophyceae,Ceramiales,,,,Ceramiales
Unknown,Ceramium,worms,143834,Plantae,,Florideophyceae,Ceramiales,Ceramiaceae,Ceramium,,Ceramium
Order,Chaetothyriales,worms,437314,Fungi,,Eurotiomycetes,Chaetothyriales,,,,Chaetothyriales
Phylum,Chlorophyta,worms,801,Plantae,,,,,,,Chlorophyta
Kingdom,Chlorophyta,worms,801,Plantae,,,,,,,Chlorophyta
Unknown,Chlorophyta,worms,801,Plantae,,,,,,,Chlorophyta
Species,Chondrus giganteus,worms,232212,Plantae,,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus giganteus,Chondrus giganteus
Family,Chytridiaceae,worms,164147,Fungi,,Chytridiomycetes,Chytridiales,Chytridiaceae,,,Chytridiaceae
Order,Chytridiales,worms,164137,Fungi,,Chytridiomycetes,Chytridiales,,,,Chytridiales
Phylum,Chytridiomycota,worms,162971,Fungi,,,,,,,Chytridiomycota
Genus,Chytridium,worms,164148,Fungi,,Chytridiomycetes,Chytridiales,Chytridiaceae,Chytridium,,Chytridium
Family,Chytriomycetaceae,worms,889915,Fungi,,Chytridiomycetes,Chytridiales,Chytriomycetaceae,,,Chytriomycetaceae
Unknown,Cladophora,worms,143996,Plantae,,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,,Cladophora
Species,Cladophora albida,worms,145033,Plantae,,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora albida,Cladophora albida
